1728	5
2698	5
2727	9
2728	9
2729	9
2730	9
2731	9
2732	9
2733	9
2734	9
2735	9
2736	9
2737	9
2738	9
2739	9
2740	9
2741	9
2742	9
2743	9
2744	9
2745	9
2746	9
2747	9
2748	9
2749	9
2750	9
2751	9
2752	9
2753	9
2754	9
2755	9
2756	9
2757	9
2758	9
2759	9
2760	9
2761	9
2762	9
2763	9
2764	9
2765	9
2766	9
2767	9
2768	9
2769	9
2770	9
2771	9
2772	9
2773	9
2774	9
2775	9
2776	9
2777	9
2778	9
2779	9
2780	9
2781	9
2782	9
2783	9
2784	9
2785	9
2786	9
2787	9
2788	9
2789	9
2790	9
2791	9
2792	9
2793	9
2794	9
2795	9
2796	9
2797	9
2798	9
2799	9
2800	9
2801	9
2802	9
2803	9
2804	9
2805	9
2806	9
2807	9
2808	9
2809	9
2810	9
2811	9
2812	9
2813	9
2814	9
2815	9
2816	9
2817	9
2818	9
2819	9
2820	9
2821	9
2822	9
2823	9
2824	9
2825	9
2826	9
2827	9
2828	9
2829	9
2830	9
2831	9
2832	9
2833	9
2834	9
2835	9
2836	9
2837	9
2838	9
2839	9
2840	9
2841	9
2842	9
2843	9
2844	9
2845	9
2846	9
2847	9
2848	9
2849	9
2850	9
2851	9
2852	9
2853	9
2854	9
2855	9
2856	9
2857	9
2858	9
2859	9
2860	9
2861	9
2862	9
2863	9
2864	9
2865	9
2866	9
2867	9
2868	9
2869	9
2870	9
2871	9
2872	9
2873	9
2874	9
2875	9
2876	9
2877	9
2878	9
2879	9
2880	9
2881	9
2882	9
2883	9
2884	9
2885	9
2886	9
2887	9
2888	9
2889	9
2890	9
2891	9
2892	9
2893	9
2894	9
2895	9
2896	9
2897	9
2898	9
2899	9
2900	9
2901	9
2902	9
2903	9
2904	9
2905	9
2906	9
2907	9
2908	9
2909	9
2910	9
2911	9
2912	9
2913	9
2914	9
2915	9
2916	9
2917	9
2918	9
2919	9
2920	9
2921	9
2922	9
2923	9
2924	9
2925	9
2926	9
2927	9
2928	9
2929	9
2930	9
2931	9
2932	9
2933	9
2934	9
2935	9
2936	9
2937	9
2938	9
2939	9
2940	9
2941	9
2942	9
2943	9
2944	9
2945	9
2946	9
2947	9
2948	9
2949	9
2950	9
2951	9
2952	9
2953	9
2954	9
2955	9
2956	9
2957	9
2958	9
2959	9
2960	9
2961	9
2962	9
2963	9
2964	9
2965	9
2966	9
2967	9
2968	9
2969	9
2970	9
2971	9
2972	9
2973	9
2974	9
2975	9
2976	9
2977	9
2978	6
2979	6
2980	6
2981	6
2982	6
2983	6
2984	6
2985	6
2986	6
2987	6
2988	6
2989	6
2990	6
2991	6
2992	6
2993	6
2994	6
2995	6
2996	6
2997	6
2998	6
2999	6
3000	6
3001	6
3002	6
3003	6
3004	6
3005	6
3006	6
3007	6
3008	6
3009	6
3010	6
3011	6
3012	6
3013	6
3014	6
3015	6
3016	6
3017	6
3018	6
3019	6
3020	6
3021	6
3022	6
3023	6
3024	6
3025	6
3026	6
3027	6
3028	6
3029	6
3030	6
3031	6
3032	6
3033	6
3034	6
3035	6
3036	6
3037	6
3038	6
3039	6
3040	6
3041	6
3042	6
3043	6
3044	6
3045	6
3046	6
3047	6
3048	6
3049	6
3050	6
3051	6
3052	6
3053	6
3054	6
3055	6
3056	6
3057	6
3058	6
3059	6
3060	6
3061	6
3062	6
3063	6
3064	6
3065	6
3066	6
3067	6
3068	6
3069	6
3070	6
3071	6
3072	6
3073	6
3074	6
3075	6
3076	6
3077	6
3078	6
3079	6
3080	6
3081	6
3082	6
3083	6
3084	6
3085	6
3086	6
3087	6
3088	6
3089	6
3090	6
3091	6
3092	6
3093	6
3094	6
3095	6
3096	6
3097	6
3098	6
3099	6
3100	6
3101	6
3102	6
3103	6
3104	6
3105	6
3106	6
3107	6
3108	6
3109	6
3110	6
3111	6
3112	6
3113	6
3114	6
3115	6
3116	6
3117	6
3118	6
3119	6
3120	6
3121	6
3122	6
3123	6
3124	6
3125	6
3126	6
3127	6
3128	6
3129	6
3130	6
3131	6
3132	6
3133	6
3134	6
3135	6
3136	6
3137	6
3138	6
3139	6
3140	6
3141	6
3142	6
3143	6
3144	6
3145	6
3146	6
3147	6
3148	6
3149	6
3150	6
3151	6
3152	6
3153	6
3154	6
3155	6
3156	6
3157	6
3158	6
3159	6
3160	6
3161	6
3162	6
3163	6
3164	6
3165	6
3166	6
3167	6
3168	6
3169	6
3170	6
3171	6
3172	6
3173	6
3314	9
3434	3
3435	3
3436	3
3437	3
3438	3
3439	3
3440	3
3441	3
3442	3
3443	3
3444	3
3445	3
3446	3
3447	3
3448	3
3449	3
3450	3
3451	3
3452	3
3453	3
3454	3
3455	3
3456	3
3457	3
3458	3
3459	3
3460	3
3461	3
